Record_Type,LF_site_num,LF_Type,locid,faa_Region,county,county_state,city,facility_name,facility_ownership,facility_use,latitude_degrees,longitude_degrees,elevation_ft_msl,status,ArptLocation
APT,13723.73*H,HELIPORT,74NJ,AEA,MONMOUTH,NJ,FARMINGDALE,CRUZ FARM,PR,PR,40.18677972,-74.15069694,60.0,Open,POINT(-74.15069694 40.18677972)
APT,13727.01*H,HELIPORT,JY01,AEA,HUNTERDON,NJ,FLEMINGTON,HUNTERDON MEDICAL CENTER,PR,PR,40.53197222,-74.86206389,215.0,Open,POINT(-74.86206389 40.53197222)
APT,13727.21*A,AIRPORT,NJ50,AEA,HUNTERDON,NJ,FLEMINGTON,THE LANDING,PR,PR,40.48065944,-74.96183472,470.0,Open,POINT(-74.96183472 40.48065944)
APT,13728.01*H,HELIPORT,25NJ,AEA,MORRIS,NJ,FLORHAM PARK,ATLANTIC HEALTH JETS TRAINING CENTER,PR,PR,40.78055556,-74.4175,190.0,Open,POINT(-74.4175 40.78055556)
APT,13728.2*H,HELIPORT,NJ51,AEA,MORRIS,NJ,FLORHAM PARK,FLORHAM PARK,PR,PR,40.79176667,-74.38292917,186.0,Open,POINT(-74.38292917 40.79176667)
APT,13739.1*H,HELIPORT,NJ53,AEA,MIDDLESEX,NJ,FORDS,NJ HWY AUTH-ADMIN BLDG HELISPOT,PU,PR,40.53732694,-74.2982025,112.0,Open,POINT(-74.2982025 40.53732694)
APT,13740.*H,HELIPORT,66NJ,AEA,OCEAN,NJ,FORKED RIVER,FORKED RIVER,PU,PR,39.83984111,-74.17763917,13.0,Open,POINT(-74.17763917 39.83984111)
APT,13740.01*H,HELIPORT,5NJ8,AEA,OCEAN,NJ,FORKED RIVER,OYSTER CREEK GENERATING STATION,PR,PR,39.81595,-74.203875,19.0,Open,POINT(-74.203875 39.81595)
APT,13743.*H,HELIPORT,NJ54,AEA,BERGEN,NJ,FORT LEE,GEORGE WASHINGTON BRIDGE,PR,PR,40.8501,-73.96624917,330.0,Open,POINT(-73.96624917 40.8501)
APT,13743.5*H,HELIPORT,NJ55,AEA,MONMOUTH,NJ,FORT MONMOUTH,GREELY HELIPAD,MR,PR,40.31677722,-74.03291639,25.0,Open,POINT(-74.03291639 40.31677722)
APT,13744.7*H,HELIPORT,NJ85,AEA,SOMERSET,NJ,FRANKLIN,ATRIUM AT SOMERSET,PR,PR,40.53677,-74.52237694,68.0,Open,POINT(-74.52237694 40.53677)
APT,13744.71*H,HELIPORT,NJ77,AEA,WARREN,NJ,FRANKLIN,WARREN COUNTY PUBLIC SAFETY DEPT,PR,PR,40.74097222,-75.0215,411.0,Open,POINT(-75.0215 40.74097222)
APT,13744.8*H,HELIPORT,79NJ,AEA,SOMERSET,NJ,FRANKLIN TOWNSHIP,PHILIPS LIGHTING COMPANY,PR,PR,40.53805556,-74.52694444,61.0,Open,POINT(-74.52694444 40.53805556)
APT,13746.2*A,AIRPORT,NJ59,AEA,MONMOUTH,NJ,FREEHOLD,EKDAHL,PR,PR,40.18289056,-74.27875694,118.0,Open,POINT(-74.27875694 40.18289056)
APT,13746.21*H,HELIPORT,18NJ,AEA,MONMOUTH,NJ,FREEHOLD,MANALAPAN TOWNSHIP-VILLAGE GREEN,PR,PR,40.27955444,-74.32931417,100.0,Open,POINT(-74.32931417 40.27955444)
APT,13746.23*H,HELIPORT,33NJ,AEA,MONMOUTH,NJ,FREEHOLD,CENTRA STATE MEDICAL CENTER,PR,PR,40.23677222,-74.310975,169.0,Open,POINT(-74.310975 40.23677222)
APT,13746.24*H,HELIPORT,64NJ,AEA,MONMOUTH,NJ,FREEHOLD TOWNSHIP,VERIZON - CDC II,PR,PR,40.23816667,-74.31986944,176.0,Open,POINT(-74.31986944 40.23816667)
APT,13746.25*H,HELIPORT,JY14,AEA,MONMOUTH,NJ,FREEHOLD,HALKA,PR,PR,40.22083333,-74.39166667,150.0,Open,POINT(-74.39166667 40.22083333)
APT,13746.3*A,AIRPORT,NJ60,AEA,MONMOUTH,NJ,FREEHOLD,CUDDIHY LANDING STRIP,PR,PR,40.18705694,-74.26709,105.0,Open,POINT(-74.26709 40.18705694)
APT,13748.*A,AIRPORT,NJ61,AEA,HUNTERDON,NJ,FRENCHTOWN,MALONE,PR,PR,40.541375,-75.02424722,480.0,Open,POINT(-75.02424722 40.541375)
APT,13748.11*A,AIRPORT,NJ63,AEA,HUNTERDON,NJ,FRENCHTOWN,EAGLES LAIR,PR,PR,40.46788139,-75.05044806,460.0,Open,POINT(-75.05044806 40.46788139)
APT,13748.12*B,BALLOONPORT,JY42,AEA,HUNTERDON,NJ,FRENCHTOWN,MABEL'S,PR,PR,40.46833333,-75.02375,460.0,Open,POINT(-75.02375 40.46833333)
APT,13760.8*H,HELIPORT,JY25,AEA,SOMERSET,NJ,GLADSTONE,LIBERTY CROSS LANDING,PR,PR,40.72315278,-74.68794444,380.0,Open,POINT(-74.68794444 40.72315278)
APT,13761.13*A,AIRPORT,61NJ,AEA,GLOUCESTER,NJ,GLASSBORO,THOMAS BROWNE AIRPARK,PR,PR,39.69150306,-75.14323333,145.0,Open,POINT(-75.14323333 39.69150306)
APT,13763.*H,HELIPORT,5NJ9,AEA,CAMDEN,NJ,GLENDALE/VOORHEES,WEST JERSEY HOSPITAL,PR,PR,39.86289167,-74.96016667,124.0,Open,POINT(-74.96016667 39.86289167)
APT,13770.*A,AIRPORT,NJ65,AEA,WARREN,NJ,GREAT MEADOWS,JOHN E ROGERS,PR,PR,40.85343194,-74.92961444,500.0,Open,POINT(-74.92961444 40.85343194)
APT,13770.01*H,HELIPORT,JY27,AEA,WARREN,NJ,GREAT MEADOWS,WHITE WILLOW,PR,PR,40.92823333,-74.84396667,552.0,Open,POINT(-74.84396667 40.92823333)
APT,13772.*A,AIRPORT,JY04,AEA,CAPE MAY,NJ,GREEN CREEK,PARAMOUNT AIR,PR,PR,39.06511306,-74.90961611,8.0,Open,POINT(-74.90961611 39.06511306)
APT,13779.*H,HELIPORT,98NJ,AEA,BERGEN,NJ,HACKENSACK,CREAMER,PR,PR,40.87537722,-74.03514,10.0,Open,POINT(-74.03514 40.87537722)
APT,13779.1*H,HELIPORT,NJ22,AEA,BERGEN,NJ,HACKENSACK,HACKENSACK MEDICAL CENTER,PR,PR,40.88428889,-74.05613611,159.0,Open,POINT(-74.05613611 40.88428889)
APT,13781.01*H,HELIPORT,NJ66,AEA,WARREN,NJ,HACKETTSTOWN,HACKETTSTOWN COMMUNITY HOSPITAL,PR,PR,40.86167778,-74.81465556,612.0,Open,POINT(-74.81465556 40.86167778)
APT,13781.02*H,HELIPORT,94NJ,AEA,WARREN,NJ,HACKETTSTOWN/GREAT MEADOWS,PIO COSTA SAND & GRAVEL,PR,PR,40.86398722,-74.91905861,550.0,Open,POINT(-74.91905861 40.86398722)
APT,13782.*A,AIRPORT,N05,AEA,WARREN,NJ,HACKETTSTOWN,HACKETTSTOWN,PR,PU,40.82009917,-74.85516722,670.0,Open,POINT(-74.85516722 40.82009917)
APT,13786.*A,AIRPORT,67NJ,AEA,WARREN,NJ,HAINESBURG,MOUNT PLEASANT LANDING STRIP,PR,PR,40.96981861,-75.0668425,800.0,Open,POINT(-75.0668425 40.96981861)
APT,13796.2*A,AIRPORT,N81,AEA,ATLANTIC,NJ,HAMMONTON,HAMMONTON MUNI,PU,PU,39.66747222,-74.75772222,64.6,Open,POINT(-74.75772222 39.66747222)
APT,13796.21*A,AIRPORT,NJ69,AEA,ATLANTIC,NJ,HAMMONTON,IDEAL AIR STRIP,PR,PR,39.65845,-74.80238472,80.0,Open,POINT(-74.80238472 39.65845)
APT,13796.23*H,HELIPORT,49NJ,AEA,ATLANTIC,NJ,HAMMONTON,BERTINO,PR,PR,39.6356725,-74.74905,70.0,Open,POINT(-74.74905 39.6356725)
APT,13796.24*H,HELIPORT,2JY3,AEA,ATLANTIC,NJ,HAMMONTON,WM B  KESSLER MEML HOSPITAL,PR,PR,39.63141389,-74.77276944,71.0,Open,POINT(-74.77276944 39.63141389)
APT,13806.8*A,AIRPORT,9NJ5,AEA,GLOUCESTER,NJ,HARRISONVILLE,STALLONE,PR,PR,39.68011361,-75.25240778,80.0,Open,POINT(-75.25240778 39.68011361)
APT,13808.*C,SEAPLANE BASE,21JY,AEA,OCEAN,NJ,HARVEY CEDARS,SOARING SUN,PR,PR,39.7,-74.15277778,0.0,Open,POINT(-74.15277778 39.7)
APT,13817.*H,HELIPORT,2NJ8,AEA,MERCER,NJ,HIGHTSTOWN,PEDDIE SCHOOL,PR,PR,40.26177611,-74.5195975,106.0,Closed Indefinitely,POINT(-74.5195975 40.26177611)
APT,13834.6*H,HELIPORT,NJ71,AEA,OCEAN,NJ,HOLMANSVILLE,HOLMANSVILLE,PU,PR,40.10011444,-74.31764667,110.0,Open,POINT(-74.31764667 40.10011444)
APT,13835.*A,AIRPORT,NJ72,AEA,MONMOUTH,NJ,HOLMDEL,HOP BROOK FARM,PR,PR,40.35122028,-74.18125417,140.0,Open,POINT(-74.18125417 40.35122028)
APT,13835.2*H,HELIPORT,NJ73,AEA,MONMOUTH,NJ,HOLMDEL,STATE POLICE HOLMDEL HELISPOT,PU,PR,40.394275,-74.17930972,240.0,Open,POINT(-74.17930972 40.394275)
APT,13835.85*A,AIRPORT,9NJ8,AEA,WARREN,NJ,HOPE,HIGH MEADOW FARMS,PR,PR,40.89593139,-74.99961722,630.0,Open,POINT(-74.99961722 40.89593139)
APT,13836.7*H,HELIPORT,30NJ,AEA,MERCER,NJ,HOPEWELL,HILLSIDE FARM,PR,PR,40.39232778,-74.77905111,382.0,Open,POINT(-74.77905111 40.39232778)
APT,13845.*C,SEAPLANE BASE,16NJ,AEA,OCEAN,NJ,ISLAND HEIGHTS,HUMMEL,PR,PR,39.93734028,-74.13569417,0.0,Open,POINT(-74.13569417 39.93734028)
APT,13849.*H,HELIPORT,2NJ4,AEA,OCEAN,NJ,JACKSON,SIX FLAGS GREAT ADVENTURE,PR,PR,40.14615472,-74.434595,120.0,Open,POINT(-74.434595 40.14615472)
APT,13853.3*H,HELIPORT,NJ99,AEA,MONMOUTH,NJ,HOLMDEL,VONAGE,PR,PR,40.34952778,-74.19058333,110.0,Open,POINT(-74.19058333 40.34952778)
APT,13855.*H,HELIPORT,JY21,AEA,MIDDLESEX,NJ,JAMESBURG,NEW JERSEY TURNPIKE,PR,PR,40.3165,-74.49008333,124.0,Open,POINT(-74.49008333 40.3165)
APT,13861.01*H,HELIPORT,77NJ,AEA,HUDSON,NJ,JERSEY CITY,LIBERTY STATE PARK,PU,PR,40.69315806,-74.05833333,3.0,Open,POINT(-74.05833333 40.69315806)
APT,13861.02*H,HELIPORT,91NJ,AEA,HUDSON,NJ,JERSEY CITY,NEWPORT,PR,PR,40.72454639,-74.02958444,6.0,Open,POINT(-74.02958444 40.72454639)
APT,13861.03*H,HELIPORT,20NJ,AEA,HUDSON,NJ,JERSEY CITY,LIBERTY NTL GOLF CLUB,PR,PR,40.69819444,-74.07241667,45.0,Open,POINT(-74.07241667 40.69819444)
APT,13861.112*H,HELIPORT,05NJ,AEA,HUDSON,NJ,JERSEY CITY,PAULUS HOOK PIER,PR,PR,40.71339722,-74.03202222,7.0,Open,POINT(-74.03202222 40.71339722)
APT,13864.*A,AIRPORT,2N6,AEA,BURLINGTON,NJ,JOBSTOWN,REDWING,PR,PU,40.02708333,-74.69088889,78.0,Open,POINT(-74.69088889 40.02708333)
APT,13883.*H,HELIPORT,78NJ,AEA,MONMOUTH,NJ,KEANSBURG,HAZLET TOWNSHIP POLICE,PU,PR,40.42649667,-74.14042,31.0,Open,POINT(-74.14042 40.42649667)
APT,13884.*H,HELIPORT,NJ78,AEA,HUDSON,NJ,KEARNY,KEARNY HELISTOP,PR,PR,40.73704583,-74.09680861,9.0,Open,POINT(-74.09680861 40.73704583)
APT,13884.02*H,HELIPORT,65NJ,AEA,HUDSON,NJ,KEARNY,HELO KEARNY,PR,PR,40.73152778,-74.11663889,11.0,Open,POINT(-74.11663889 40.73152778)
APT,13884.6*H,HELIPORT,02NJ,AEA,UNION,NJ,KENILWORTH,MERCK KENILWORTH CAMPUS,PR,PR,40.67461111,-74.27819444,166.0,Open,POINT(-74.27819444 40.67461111)
APT,13885.*A,AIRPORT,92NJ,AEA,HUNTERDON,NJ,KINGWOOD TOWNSHIP,FLYING B FARM LANDING STRIP,PR,PR,40.46843722,-75.00239139,530.0,Open,POINT(-75.00239139 40.46843722)
APT,13887.*A,AIRPORT,NEL,AEA,OCEAN,NJ,LAKEHURST,LAKEHURST MAXFIELD FLD,MN,PR,40.03578086,-74.35137025,100.6,Open,POINT(-74.35137025 40.03578086)
APT,13890.*A,AIRPORT,N12,AEA,OCEAN,NJ,LAKEWOOD,LAKEWOOD,PU,PU,40.06688889,-74.17755556,41.9,Open,POINT(-74.17755556 40.06688889)
APT,13894.01*A,AIRPORT,NJ79,AEA,HUNTERDON,NJ,LAMBERTVILLE,GOAT HILL,PR,PR,40.351495,-74.9093325,350.0,Open,POINT(-74.9093325 40.351495)
APT,13896.01*H,HELIPORT,4NJ4,AEA,MERCER,NJ,LAWRENCEVILLE,PSE & G TRENTON DISTRIBUTION HELISTOP,PU,PR,40.28760806,-74.67543611,85.0,Open,POINT(-74.67543611 40.28760806)
APT,13900.*H,HELIPORT,JY32,AEA,CUMBERLAND,NJ,LEESBURG,BAYSIDE STATE PRISON,PU,PR,39.24166667,-74.95194444,15.0,Open,POINT(-74.95194444 39.24166667)
APT,13911.*A,AIRPORT,N07,AEA,MORRIS,NJ,LINCOLN PARK,LINCOLN PARK,PR,PU,40.94752444,-74.31450139,181.7,Open,POINT(-74.31450139 40.94752444)
APT,13914.*A,AIRPORT,LDJ,AEA,UNION,NJ,LINDEN,LINDEN,PU,PU,40.61744944,-74.24459417,22.0,Open,POINT(-74.24459417 40.61744944)
APT,13914.1*H,HELIPORT,NJ82,AEA,UNION,NJ,LINDEN,BAYWAY REFINERY,PR,PR,40.63621417,-74.23431194,20.0,Open,POINT(-74.23431194 40.63621417)
APT,13914.61*A,AIRPORT,0NJ6,AEA,ATLANTIC,NJ,LINWOOD,DIX FLD,PR,PR,39.31678222,-74.63293583,8.0,Open,POINT(-74.63293583 39.31678222)
APT,13917.*C,SEAPLANE BASE,2N7,AEA,BERGEN,NJ,LITTLE FERRY,LITTLE FERRY,PR,PU,40.85009972,-74.03291778,0.0,Open,POINT(-74.03291778 40.85009972)
APT,13918.01*H,HELIPORT,08NJ,AEA,ESSEX,NJ,LIVINGSTON,ST BARNABAS MEDICAL CENTER,PR,PR,40.76260056,-74.30403722,429.0,Open,POINT(-74.30403722 40.76260056)
APT,13920.5*H,HELIPORT,NJ27,AEA,MORRIS,NJ,LONG VALLEY,WRNJ,PR,PR,40.84648778,-74.80405444,620.0,Open,POINT(-74.80405444 40.84648778)
APT,13925.*A,AIRPORT,N14,AEA,BURLINGTON,NJ,LUMBERTON,FLYING W,PR,PU,39.93427778,-74.80722222,49.3,Open,POINT(-74.80722222 39.93427778)
APT,13936.*H,HELIPORT,21NJ,AEA,BERGEN,NJ,MAHWAH,BERGEN COUNTY POLICE & FIRE ACADEMY,PU,PR,41.05676306,-74.182645,600.0,Open,POINT(-74.182645 41.05676306)
APT,13936.01*H,HELIPORT,JY12,AEA,BERGEN,NJ,MAHWAH,INTL CROSSROADS,PR,PR,41.1042625,-74.16403361,278.0,Open,POINT(-74.16403361 41.1042625)
APT,13960.03*H,HELIPORT,NJ89,AEA,OCEAN,NJ,MANAHAWKIN,SOUTHERN OCEAN MEDICAL CENTER,PR,PR,39.72088889,-74.28309722,55.0,Open,POINT(-74.28309722 39.72088889)
APT,13960.04*H,HELIPORT,38NJ,AEA,OCEAN,NJ,MANAHAWKIN,WJRZ RADIO,PR,PR,39.69928583,-74.23430694,11.0,Open,POINT(-74.23430694 39.69928583)
APT,13966.*A,AIRPORT,47N,AEA,SOMERSET,NJ,MANVILLE,CENTRAL JERSEY RGNL,PR,PU,40.52444444,-74.59830556,85.9,Open,POINT(-74.59830556 40.52444444)
APT,13973.*A,AIRPORT,89NJ,AEA,ATLANTIC,NJ,MAYS LANDING,STRAWBERRY FIELDS,PU,PR,39.48916667,-74.72361111,45.0,Open,POINT(-74.72361111 39.48916667)
APT,13980.*H,HELIPORT,7NJ0,AEA,BURLINGTON,NJ,MEDFORD,INDIAN MILLS,PR,PR,39.801505,-74.75960417,90.0,Open,POINT(-74.75960417 39.801505)
APT,13980.01*H,HELIPORT,JY15,AEA,BURLINGTON,NJ,MEDFORD,MY GIRLS HELISTOP,PR,PR,39.8915,-74.81128056,50.0,Open,POINT(-74.81128056 39.8915)
APT,13990.*H,HELIPORT,NJ93,AEA,MIDDLESEX,NJ,MENLO PARK,ALEXANDERS-MENLO PARK,PR,PR,40.54732639,-74.34125944,82.0,Open,POINT(-74.34125944 40.54732639)
APT,13994.1*H,HELIPORT,NJ94,AEA,CAMDEN,NJ,MERCHANTVILLE,C AND T HELISTOP,PR,PR,39.9501125,-75.04961639,28.0,Open,POINT(-75.04961639 39.9501125)
APT,14003.*A,AIRPORT,NJ95,AEA,HUNTERDON,NJ,MILFORD,HERR BROTHERS,PR,PR,40.5556575,-75.07239389,330.0,Open,POINT(-75.07239389 40.5556575)
APT,14003.02*B,BALLOONPORT,2JY7,AEA,WARREN,NJ,MILFORD,ALBA VINEYARD,PR,PR,40.61568889,-75.16416667,240.0,Open,POINT(-75.16416667 40.61568889)
APT,14010.*A,AIRPORT,MIV,AEA,CUMBERLAND,NJ,MILLVILLE,MILLVILLE MUNI,PU,PU,39.36780556,-75.07222222,84.6,Open,POINT(-75.07222222 39.36780556)
APT,14011.6*A,AIRPORT,CO83,ANM,ALAMOSA,CO,ALAMOSA,GREEN ACRES,PR,PR,37.48444444,-105.7463889,528.0,Open,POINT(-105.7463889 37.48444444)
APT,14020.71*H,HELIPORT,73NJ,AEA,SUSSEX,NJ,MONTAGUE,MONTAGUE,PR,PR,41.3125,-74.765,644.0,Open,POINT(-74.765 41.3125)
APT,14030.72*H,HELIPORT,0NJ4,AEA,MORRIS,NJ,MORRIS PLAINS,WEICHERT HEADQUARTERS,PR,PR,40.940655,-74.46154306,103.0,Open,POINT(-74.46154306 40.940655)
APT,14030.75*H,HELIPORT,12NJ,AEA,MORRIS,NJ,MORRIS PLAINS,HONEYWELL,PR,PR,40.83708333,-74.47669444,201.0,Open,POINT(-74.47669444 40.83708333)
APT,14031.*A,AIRPORT,MMU,AEA,MORRIS,NJ,MORRISTOWN,MORRISTOWN MUNI,PU,PU,40.79933833,-74.41488861,186.6,Open,POINT(-74.41488861 40.79933833)
APT,14031.02*H,HELIPORT,7NJ5,AEA,MORRIS,NJ,MORRISTOWN,MORRISTOWN MEDICAL CENTER,PR,PR,40.78936667,-74.46581944,422.0,Open,POINT(-74.46581944 40.78936667)
APT,14031.2*H,HELIPORT,0NJ2,AEA,MORRIS,NJ,MORRISTOWN,BALLYMERE,PR,PR,40.75287833,-74.43987528,280.0,Open,POINT(-74.43987528 40.75287833)
APT,14031.21*H,HELIPORT,JY13,AEA,MORRIS,NJ,MORRIS TOWNSHIP,COLGATE-PALMOLIVE/MENNEN,PR,PR,40.81398861,-74.47321,385.0,Open,POINT(-74.47321 40.81398861)
APT,14037.1*A,AIRPORT,VAY,AEA,BURLINGTON,NJ,MOUNT HOLLY,SOUTH JERSEY RGNL,PU,PU,39.94288889,-74.84575,52.8,Open,POINT(-74.84575 39.94288889)
APT,14037.13*H,HELIPORT,22NJ,AEA,BURLINGTON,NJ,MOUNT HOLLY,OUR LADY'S,PU,PR,39.98289,-74.82849694,18.0,Open,POINT(-74.82849694 39.98289)
APT,14037.131*H,HELIPORT,0NJ3,AEA,BURLINGTON,NJ,MOUNT HOLLY,MOUNT HOLLY,PR,PR,39.96677917,-74.79960694,45.0,Open,POINT(-74.79960694 39.96677917)
APT,14037.15*H,HELIPORT,56NJ,AEA,BURLINGTON,NJ,MOUNT HOLLY,BLUE JAY,PR,PR,40.00677833,-74.86349833,28.0,Open,POINT(-74.86349833 40.00677833)
APT,14039.*H,HELIPORT,NJ97,AEA,BURLINGTON,NJ,MOUNT LAUREL,NJ TURNPIKE AUTHORITY,PR,PR,39.95555694,-74.91947222,42.0,Open,POINT(-74.91947222 39.95555694)
APT,14041.*H,HELIPORT,JY02,AEA,MORRIS,NJ,MOUNT OLIVE,TRADE ZONE,PR,PR,40.89676528,-74.71905194,830.0,Open,POINT(-74.71905194 40.89676528)
APT,14049.1*H,HELIPORT,NJ05,AEA,MONMOUTH,NJ,NEPTUNE,JERSEY SHORE MEDICAL CENTER,PR,PR,40.20981944,-74.04105278,104.0,Open,POINT(-74.04105278 40.20981944)
APT,14049.9*H,HELIPORT,40NJ,AEA,SOMERSET,NJ,NESHANIC,OSTERMAN,PR,PR,40.48621528,-74.73571667,200.0,Open,POINT(-74.73571667 40.48621528)
APT,14052.*A,AIRPORT,EWR,AEA,ESSEX,NJ,NEWARK,NEWARK LIBERTY INTL,PU,PU,40.69247983,-74.16868678,17.4,Open,POINT(-74.16868678 40.69247983)
APT,14052.01*H,HELIPORT,NJ92,AEA,ESSEX,NJ,NEWARK,ST BENEDICT'S,PR,PR,40.73593444,-74.17708889,90.0,Open,POINT(-74.17708889 40.73593444)
APT,14052.13*H,HELIPORT,0NJ7,AEA,ESSEX,NJ,NEWARK,ESSEX GENERATING STATION,PR,PR,40.73777778,-74.11888889,8.0,Open,POINT(-74.11888889 40.73777778)
APT,14052.14*H,HELIPORT,01NJ,AEA,ESSEX,NJ,NEWARK,ALBERT GUIDO MEML,PR,PR,40.74176806,-74.13708778,10.0,Open,POINT(-74.13708778 40.74176806)
APT,14052.15*H,HELIPORT,NJ87,AEA,ESSEX,NJ,NEWARK,UNIVERSITY HOSPITAL ROOFTOP,PU,PR,40.74084722,-74.19084167,237.0,Open,POINT(-74.19084167 40.74084722)
APT,14052.2*H,HELIPORT,0NJ8,AEA,ESSEX,NJ,NEWARK,PORT NEWARK HELISTOP,PR,PR,40.70232417,-74.15069917,10.0,Open,POINT(-74.15069917 40.70232417)
APT,14052.21*H,HELIPORT,NJ03,AEA,ESSEX,NJ,NEWARK,PRUDENTIAL CENTER,PR,PR,40.73324444,-74.17194722,150.0,Open,POINT(-74.17194722 40.73324444)
APT,14056.11*H,HELIPORT,0NJ9,AEA,MIDDLESEX,NJ,NEW BRUNSWICK,JERSEY TPKE NEW BRUNSWICK HELISTOP,PR,PR,40.47732722,-74.40792806,70.0,Open,POINT(-74.40792806 40.47732722)
APT,14056.12*H,HELIPORT,1NJ0,AEA,MIDDLESEX,NJ,NEW BRUNSWICK,JERSEY TURNPIKE,PR,PR,40.47677167,-74.40876167,102.0,Open,POINT(-74.40876167 40.47677167)
APT,14056.121*H,HELIPORT,1NJ1,AEA,MIDDLESEX,NJ,NEW BRUNSWICK,RUTGER'S HELISTOP SEC A & B,PR,PR,40.47927139,-74.43459583,116.0,Open,POINT(-74.43459583 40.47927139)
APT,14056.122*H,HELIPORT,00NJ,AEA,MIDDLESEX,NJ,NEW BRUNSWICK,COLGATE-PISCATAWAY,PR,PR,40.52093694,-74.4745975,78.0,Open,POINT(-74.4745975 40.52093694)
APT,14056.123*H,HELIPORT,9NJ4,AEA,MIDDLESEX,NJ,NEW BRUNSWICK,ROBERT WOOD JOHNSON HOSPITAL,PR,PR,40.49579444,-74.44988611,199.0,Open,POINT(-74.44988611 40.49579444)
APT,14056.13*H,HELIPORT,1NJ2,AEA,MIDDLESEX,NJ,NEW BRUNSWICK,NEW BRUNSWICK GAS DISTN,PR,PR,40.47399361,-74.48404194,114.0,Open,POINT(-74.48404194 40.47399361)
APT,14056.15*H,HELIPORT,1NJ4,AEA,MIDDLESEX,NJ,NEW BRUNSWICK,RUTGERS HELISTOP NR 1,PR,PR,40.51677056,-74.46626389,85.0,Open,POINT(-74.46626389 40.51677056)
APT,14056.18*H,HELIPORT,06NJ,AEA,MIDDLESEX,NJ,NEW BRUNSWICK,J&J NEW BRUNSWICK HELISTOP,PR,PR,40.50183719,-74.445735,23.0,Open,POINT(-74.445735 40.50183719)
APT,14057.*H,HELIPORT,1NJ6,AEA,PASSAIC,NJ,NEWFOUNDLAND,IDYLEASE HELISTOP,PR,PR,41.05426361,-74.43015417,525.0,Open,POINT(-74.43015417 41.05426361)
APT,14059.*H,HELIPORT,NJ62,AEA,BURLINGTON,NJ,NEW LISBON,LZ 1 NLDC,PR,PR,39.89011611,-74.58209917,113.0,Open,POINT(-74.58209917 39.89011611)
APT,14062.11*H,HELIPORT,7NJ3,AEA,SUSSEX,NJ,NEWTON,NEWTON MEML HOSPITAL,PR,PR,41.05722222,-74.77,500.0,Open,POINT(-74.77 41.05722222)
APT,14062.12*H,HELIPORT,JY36,AEA,SUSSEX,NJ,NEWTON,MIANECKI,PR,PR,41.03666667,-74.84722222,626.0,Open,POINT(-74.84722222 41.03666667)
APT,14062.13*H,HELIPORT,27JY,AEA,SUSSEX,NJ,NEWTON,HEATON,PR,PR,41.12617778,-74.82275,942.0,Open,POINT(-74.82275 41.12617778)
APT,14080.*H,HELIPORT,07NJ,AEA,HUDSON,NJ,NORTH BERGEN,HACKENSACK UMC PALISADES,PR,PR,40.79375833,-73.99479722,5.0,Open,POINT(-73.99479722 40.79375833)
APT,14089.*H,HELIPORT,99NJ,AEA,ATLANTIC,NJ,NORTHFIELD,ATLANTIC COUNTY HELISTOP,PU,PR,39.37567194,-74.53570917,12.0,Open,POINT(-74.53570917 39.37567194)
APT,14092.*H,HELIPORT,2NJ2,AEA,CAPE MAY,NJ,NORTH WILDWOOD,SPORTLAND PIER,PR,PR,38.99,-74.80138889,10.0,Open,POINT(-74.80138889 38.99)
APT,14109.*A,AIRPORT,26N,AEA,CAPE MAY,NJ,OCEAN CITY,OCEAN CITY MUNI,PU,PU,39.26347917,-74.60747639,5.7,Open,POINT(-74.60747639 39.26347917)
APT,14125.*A,AIRPORT,3N6,AEA,MIDDLESEX,NJ,OLD BRIDGE,OLD BRIDGE,PR,PU,40.32988667,-74.34678694,87.0,Open,POINT(-74.34678694 40.32988667)
APT,14156.*H,HELIPORT,3JY2,AEA,MORRIS,NJ,PARSIPPANY-TROY HILLS,CHERRY HILL,PR,PR,40.8705,-74.44325,3.0,Open,POINT(-74.44325 40.8705)
APT,14156.07*H,HELIPORT,1NJ3,AEA,MORRIS,NJ,PARSIPPANNY,GAF HELISTOP,PR,PR,40.84459783,-74.461376,356.0,Open,POINT(-74.461376 40.84459783)
APT,14157.01*H,HELIPORT,8NJ3,AEA,PASSAIC,NJ,PATERSON,LEMBO,PR,PR,40.90287667,-74.13292083,40.0,Closed Indefinitely,POINT(-74.13292083 40.90287667)
APT,14157.02*H,HELIPORT,03NJ,AEA,PASSAIC,NJ,PATERSON,ST JOSEPH'S HOSPITAL,PR,PR,40.90350556,-74.16547222,206.0,Open,POINT(-74.16547222 40.90350556)
APT,14158.1*A,AIRPORT,2NJ1,AEA,HUNTERDON,NJ,PATTENBURG,JUGTOWN MOUNTAIN,PR,PR,40.63355556,-75.03008333,600.0,Open,POINT(-75.03008333 40.63355556)
APT,14162.*A,AIRPORT,7N7,AEA,SALEM,NJ,PEDRICKTOWN,OLDMANS TOWNSHIP,PR,PU,39.73556333,-75.39772111,39.7,Open,POINT(-75.39772111 39.73556333)
APT,14163.*A,AIRPORT,3NJ1,AEA,BURLINGTON,NJ,PEMBERTON,PEMBERTON,PR,PR,39.98217778,-74.694975,65.0,Open,POINT(-74.694975 39.98217778)
APT,14164.01*A,AIRPORT,2NJ3,AEA,MERCER,NJ,PENNINGTON,WEIDEL/PVT/,PR,PR,40.34038444,-74.85433083,301.0,Open,POINT(-74.85433083 40.34038444)
